message,genre,related
distribution well done area hit earthquake,direct,1
note message request information translator entering name database,direct,0
darling come sleep sleep better make love,direct,0
la gonave abricot people house everything finished,direct,1
send message make happy,direct,0
everybody lost passeports come commisariat get one,direct,1
united nation said continue distribution tent port au prince please get people province,direct,1
thanks work great job dear client,direct,0
please would like know information news country,direct,0
im busy ill call later,direct,0
would better hurt would able sleep hospital get food grandmother stroke three kid need eat oldest boy,direct,1
time school open school got destroyed,direct,1
dont anything purify water aquatab jif grande anse abricot could get water purification tablet god would bless thanks advance,direct,1
someone beleives christ shouldnt using following cant dont know lucky etc,direct,1
id like know help given digicel suggestion,direct,1
quake hit haiti th january,direct,1
call cannot get give chance,direct,0
haiti going,direct,1
ask president fast day,direct,0
hallo need ten yard,direct,1
child juice thing please help u petionville across cemetery entrance jacquet station,direct,1
would like know time fasting period end pm,direct,0
could give information regarding school situation please,direct,1
hungry arcahaie corail,direct,1
hello digicel th auni problem tent court,direct,1
thank good job ou cant reward god reward another one,direct,0
give information happen today thanks advance,direct,0
wrote never got answer,direct,0
please give info solar eclipse,direct,1
yesterday night slept squatting ground wet,direct,1
remind government job site need apply job,direct,0
cant get school need help please,direct,1
many people died earthquake capital,direct,1
miserable please make message u,direct,1
pad paper would write message send put information together place would visible people would know,direct,1
please help moneyi much probleme living haitii business,direct,1
im calling mom tell thate ill let know said,direct,0
didnt find anything anything,direct,0
government going help private school teacher work since earthquake,direct,1
didnt get anything aid,direct,1
hi diginews please send information know whats going thanks advance,direct,1
emessage cut giving please remember u zone tell u get,direct,1
didnt ever get answer question asked,direct,0
aid poorly distributed see woman receiving aid,direct,1
would like get message serviceplease,direct,0
need job technician installation maintenance generatorsinverter,direct,0
know thank advance intervention,direct,1
hello family ten possible u get tent please,direct,1
god save u,direct,0
every hour ask grace pardon mercy haiti,direct,1
need help situated airport mais gate nabussan street corner renaud,direct,1
leave trouin get food help u,direct,1
hello year old would like leave coiuntry passeport get help,direct,0
heard information regarding medium reporter victim dont miss also,direct,1
wrote twice already answer waiting please,direct,1
asking information news,direct,1
bainet people need medication diarrhea vomiting outbreak community,direct,1
fin european math championship date,direct,0
hi id like know decision made favor student please,direct,0
please need bit information country going,direct,1
lazil commune school director made decision behind minister back open school march mean student still street,direct,1
earthquake victim,direct,1
